b'id',b'key',b'value',b'type'
b'1478010918',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478010918',b'natural',b'tree',b'regular'
b'1478010918',b'source',b'bing',b'regular'
b'1478010956',b'denotation',b'avenue',b'regular'
b'1478010956',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478010956',b'natural',b'tree',b'regular'
b'1478010976',b'denotation',b'avenue',b'regular'
b'1478010976',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478010976',b'natural',b'tree',b'regular'
b'1478010976',b'source',b'bing',b'regular'
b'1478010977',b'denotation',b'avenue',b'regular'
b'1478010977',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478010977',b'natural',b'tree',b'regular'
b'1478010987',b'denotation',b'avenue',b'regular'
b'1478010987',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478010987',b'natural',b'tree',b'regular'
b'1478010990',b'denotation',b'avenue',b'regular'
b'1478010990',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478010990',b'natural',b'tree',b'regular'
b'1478011003',b'denotation',b'avenue',b'regular'
b'1478011003',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011003',b'natural',b'tree',b'regular'
b'1478011003',b'source',b'bing',b'regular'
b'1478011004',b'denotation',b'avenue',b'regular'
b'1478011004',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011004',b'natural',b'tree',b'regular'
b'1478011004',b'source',b'bing',b'regular'
b'1478011016',b'denotation',b'avenue',b'regular'
b'1478011016',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011016',b'natural',b'tree',b'regular'
b'1478011025',b'denotation',b'avenue',b'regular'
b'1478011025',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011025',b'natural',b'tree',b'regular'
b'1478011025',b'source',b'bing',b'regular'
b'1478011032',b'denotation',b'avenue',b'regular'
b'1478011032',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011032',b'natural',b'tree',b'regular'
b'1478011034',b'denotation',b'avenue',b'regular'
b'1478011034',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011034',b'natural',b'tree',b'regular'
b'1478011036',b'denotation',b'avenue',b'regular'
b'1478011036',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011036',b'natural',b'tree',b'regular'
b'1478011039',b'denotation',b'avenue',b'regular'
b'1478011039',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011039',b'natural',b'tree',b'regular'
b'1478011042',b'denotation',b'avenue',b'regular'
b'1478011042',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011042',b'natural',b'tree',b'regular'
b'1478011044',b'denotation',b'avenue',b'regular'
b'1478011044',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011044',b'natural',b'tree',b'regular'
b'1478011044',b'source',b'bing',b'regular'
b'1478011059',b'denotation',b'avenue',b'regular'
b'1478011059',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011059',b'natural',b'tree',b'regular'
b'1478011059',b'source',b'bing',b'regular'
b'1478011123',b'denotation',b'avenue',b'regular'
b'1478011123',b'is_in',"b'Crewe, Cheshire, England, United Kingdom'",b'regular'
b'1478011123',b'natural',b'tree',b'regular'
b'1478011123',b'source',b'bing',b'regular'
b'1478011165',b'barrier',b'gate',b'regular'
b'1478383214',b'barrier',b'gate',b'regular'
b'1480395924',b'highway',b'turning_circle',b'regular'
b'1498917457',b'name',b'Miniature Railway',b'regular'
b'1498917457',b'railway',b'miniature_halt',b'regular'
b'1498917457',b'usage',b'tourism',b'regular'
b'1506917488',b'foot',b'no',b'regular'
b'1506917488',b'note',b'no access through fence to definitive line of Lostock Gralam RB 1',b'regular'
b'1509965921',b'access',b'no',b'regular'
b'1509965921',b'barrier',b'kissing_gate',b'regular'
b'1509965921',b'foot',b'designated',b'regular'
b'1509965921',b'material',b'metal',b'regular'
b'1510419150',b'barrier',b'kissing_gate',b'regular'
b'1510779743',b'barrier',b'kissing_gate',b'regular'
b'1510779750',b'barrier',b'gate',b'regular'
b'1510779766',b'barrier',b'kissing_gate',b'regular'
b'1510798284',b'barrier',b'kissing_gate',b'regular'
b'1510819939',b'barrier',b'kissing_gate',b'regular'
b'1510840206',b'barrier',b'stile',b'regular'
b'1510840213',b'barrier',b'kissing_gate',b'regular'
b'1516676504',b'barrier',b'gate',b'regular'
b'1516698063',b'barrier',b'gate',b'regular'
b'1533436713',b'barrier',b'gate',b'regular'
b'1543502629',b'barrier',b'kissing_gate',b'regular'
b'1549754271',b'barrier',b'stile',b'regular'
b'1549754271',b'foot',b'yes',b'regular'
b'1559519788',b'barrier',b'stile',b'regular'
b'1559519788',b'foot',b'yes',b'regular'
b'1559872277',b'noexit',b'yes',b'regular'
b'1560875427',b'crossing',b'zebra',b'regular'
b'1560875586',b'crossing',b'zebra',b'regular'
b'1560875622',b'highway',b'traffic_signals',b'regular'
b'1560875622',b'traffic_signals',b'signal',b'regular'
b'1563516735',b'housenumber',b'11-13',b'addr'
b'1563516735',b'postcode',b'CW11 1AD',b'addr'
b'1563516735',b'street',b'Hightown',b'addr'
b'1563516735',b'amenity',b'cafe',b'regular'
b'1563516735',b'cuisine',b'coffee_shop',b'regular'
b'1563516735',b'id',b'890315',b'fhrs'
b'1563516735',b'name',b'Costa Coffee',b'regular'
b'1563516735',b'addr',b'FHRS Open Data',b'source'
b'1563516749',b'housenumber',b'1',b'addr'
b'1563516749',b'postcode',b'CW11 1GS',b'addr'
b'1563516749',b'street',b'Sanbec Way',b'addr'
b'1563516749',b'name',"b""McColl's""",b'regular'
b'1563516749',b'shop',b'convenience',b'regular'
b'1563516749',b'wheelchair',b'yes',b'regular'
b'1563516753',b'city',b'Sandbach',b'addr'
b'1563516753',b'housenumber',b'3',b'addr'
b'1563516753',b'postcode',b'CW11 1EG',b'addr'
b'1563516753',b'street',b'The Commons',b'addr'
b'1563516753',b'alt_name',b'The Co-operative Pharmacy',b'regular'
b'1563516753',b'amenity',b'pharmacy',b'regular'
b'1563516753',b'dispensing',b'yes',b'regular'
b'1563516753',b'name',b'Co-op',b'regular'
b'1563516753',b'wheelchair',b'yes',b'regular'
b'1563516761',b'leisure',b'playground',b'regular'
b'1563550570',b'amenity',b'swimming_pool',b'regular'
b'1563550570',b'name',b'Sandbach Leisure Centre',b'regular'
b'1568136298',b'amenity',b'post_box',b'regular'
b'1568136298',b'collection_times',b'Mo-Fr 17:15; Sa 09:00',b'regular'
b'1568136298',b'ref',b'CW4 57',b'regular'
b'1569131908',b'barrier',b'stile',b'regular'
b'1571544276',b'barrier',b'kissing_gate',b'regular'
b'1571664558',b'amenity',b'toilets',b'regular'
b'1571712054',b'amenity',b'parking',b'regular'
b'1579807704',b'amenity',b'fuel',b'regular'
b'1584185913',b'highway',b'crossing',b'regular'
b'1584185914',b'direction',b'clockwise',b'regular'
b'1584185914',b'highway',b'mini_roundabout',b'regular'
b'1584185941',b'direction',b'clockwise',b'regular'
b'1584185941',b'highway',b'mini_roundabout',b'regular'
b'1584948702',b'name',b'Sandbach',b'regular'
b'1584948702',b'public_transport',b'stop_position',b'regular'
b'1584948702',b'ref',b'3',b'regular'
b'1584948702',b'train',b'yes',b'regular'
b'1591181557',b'highway',b'traffic_signals',b'regular'
b'1598421118',b'barrier',b'stile',b'regular'
b'1598421118',b'foot',b'yes',b'regular'
b'1602353945',b'housenumber',b'28',b'addr'
b'1602353945',b'postcode',b'CW4 7AJ',b'addr'
b'1602353945',b'street',b'London Road',b'addr'
b'1602353945',b'id',b'890228',b'fhrs'
b'1602353945',b'name',b'Co-op',b'regular'
b'1602353945',b'shop',b'supermarket',b'regular'
b'1602353945',b'wheelchair',b'yes',b'regular'
b'1602353977',b'housenumber',b'4',b'addr'
b'1602353977',b'postcode',b'CW4 7AZ',b'addr'
b'1602353977',b'street',b'Church Walk',b'addr'
b'1602353977',b'id',b'891784',b'fhrs'
b'1602353977',b'name',b'The Deli and Coffee Shop',b'regular'
b'1602353977',b'opening_hours',b'Mo-Sa 08:30-16:00; Su 09:30-13:30',b'regular'
b'1602353977',b'shop',b'deli',b'regular'
b'1602353977',b'addr',b'FHRS Open Data',b'source'
b'1617299619',b'barrier',b'stile',b'regular'
b'1617299619',b'foot',b'yes',b'regular'
b'1617299632',b'barrier',b'stile',b'regular'
b'1617299632',b'foot',b'yes',b'regular'
b'1617309949',b'foot',b'yes',b'regular'
b'1620293529',b'name',b'Wimboldsley',b'regular'
b'1620293529',b'place',b'hamlet',b'regular'
b'1620293529',b'source',b'NPE',b'regular'
b'1642155358',b'barrier',b'stile',b'regular'
b'1642155358',b'foot',b'yes',b'regular'
b'1681716530',b'highway',b'traffic_signals',b'regular'
b'1685254255',b'barrier',b'lift_gate',b'regular'
b'1685254255',b'bicycle',b'no',b'regular'
b'1685254255',b'foot',b'no',b'regular'
b'1685674264',b'highway',b'turning_circle',b'regular'
b'1685674880',b'highway',b'traffic_signals',b'regular'
b'1685718872',b'highway',b'traffic_signals',b'regular'
b'1685825873',b'barrier',b'bollard',b'regular'
b'1685826070',b'highway',b'turning_circle',b'regular'
b'1685826077',b'highway',b'turning_circle',b'regular'
b'1685891094',b'highway',b'turning_circle',b'regular'
b'1685891232',b'highway',b'turning_circle',b'regular'
b'1685891302',b'highway',b'turning_circle',b'regular'
b'1685891547',b'traffic_calming',b'cushion',b'regular'
b'1685937915',b'noexit',b'yes',b'regular'
b'1685937937',b'noexit',b'yes',b'regular'
b'1685938093',b'highway',b'turning_circle',b'regular'
b'1685989051',b'waterway',b'lock_gate',b'regular'
b'1685989148',b'waterway',b'lock_gate',b'regular'
b'1686012385',b'barrier',b'gate',b'regular'
b'1686012385',b'bicycle',b'no',b'regular'
b'1686012385',b'foot',b'no',b'regular'
b'1686030970',b'highway',b'traffic_signals',b'regular'
b'1686030971',b'highway',b'traffic_signals',b'regular'
b'1686031053',b'direction',b'clockwise',b'regular'
b'1686031053',b'highway',b'mini_roundabout',b'regular'
b'1686035091',b'name',b'Stanthorne Crossroads',b'regular'
b'1687759237',b'barrier',b'stile',b'regular'
b'1687759237',b'source',b'survey',b'regular'
b'1687779446',b'barrier',b'stile',b'regular'
b'1687779446',b'source',b'survey',b'regular'
b'1687779451',b'barrier',b'stile',b'regular'
b'1687779451',b'source',b'survey',b'regular'
b'1687783666',b'barrier',b'kissing_gate',b'regular'
b'1687783666',b'source',b'survey',b'regular'
b'1687783670',b'barrier',b'kissing_gate',b'regular'
b'1687783670',b'source',b'survey',b'regular'
b'1687783671',b'barrier',b'kissing_gate',b'regular'
b'1687783671',b'source',b'survey',b'regular'
b'1694763673',b'amenity',b'post_office',b'regular'
b'1694763673',b'name',b'Davenham Post Office',b'regular'
b'1694783006',b'amenity',b'bench',b'regular'
b'1694783006',b'backrest',b'yes',b'regular'
b'1694783006',b'mapillary',b'q8OhytImgO3kkZbx8T9aiA',b'regular'
b'1694783006',b'date',b'2019-02-03',b'survey'
b'1694783010',b'amenity',b'bench',b'regular'
b'1694787319',b'historic',b'monument',b'regular'
b'1695172948',b'amenity',b'parking',b'regular'
b'1700237262',b'highway',b'traffic_signals',b'regular'
b'1701495386',b'mooring',b'yes',b'regular'
b'1701495464',b'waterway',b'lock_gate',b'regular'
b'1701495499',b'waterway',b'lock_gate',b'regular'
b'1701495514',b'waterway',b'lock_gate',b'regular'
b'1705556204',b'name',b'Byley',b'regular'
b'1705556204',b'place',b'hamlet',b'regular'
b'1705556204',b'source',b'OS_OpenData_StreetView',b'regular'
b'1705556204',b'wikidata',b'Q5004132',b'regular'
b'1705556204',b'wikipedia',b'en:Byley',b'regular'
b'1713323752',b'amenity',b'place_of_worship',b'regular'
b'1713323752',b'denomination',b'congregational',b'regular'
b'1713323752',b'religion',b'christian',b'regular'
b'1713323752',b'source',b'OS_OpenData_StreetView',b'regular'
b'1713324128',b'name',b'Bradfield Green',b'regular'
b'1713324128',b'place',b'locality',b'regular'
b'1713324128',b'source',b'OS_OpenData_StreetView',b'regular'
b'1713324132',b'barrier',b'stile',b'regular'
b'1713324132',b'source',b'survey',b'regular'
b'1713324212',b'postcode',b'CW1 4QZ',b'addr'
b'1713324212',b'street',b'Middlewich Road',b'addr'
b'1713324212',b'amenity',b'pub',b'regular'
b'1713324212',b'id',b'890018',b'fhrs'
b'1713324212',b'name',b'Coach and Horses',b'regular'
b'1713324212',b'source',b'OS_OpenData_StreetView',b'regular'
b'1713324212',b'name',b'NAPTAN',b'source'
b'1713324212',b'website',b'www.coachandhorsescrewe.com',b'regular'
b'1713324254',b'highway',b'traffic_signals',b'regular'
b'1713324349',b'waterway',b'turning_point',b'regular'
b'1713336580',b'crossing',b'zebra',b'regular'
b'1713336580',b'highway',b'crossing',b'regular'
b'1713341292',b'amenity',b'place_of_worship',b'regular'
b'1713341292',b'denomination',b'methodist',b'regular'
b'1713341292',b'religion',b'christian',b'regular'
b'1713341292',b'source',b'OS_OpenData_StreetView',b'regular'
b'1713341292',b'denomination',b'NAPTAN',b'source'
b'1714027595',b'name',b'Bradwall Green',b'regular'
b'1714027595',b'place',b'hamlet',b'regular'
b'1714027595',b'source',b'OS_OpenData_StreetView',b'regular'
b'1714027612',b'name',b'Hollinsgreen',b'regular'
b'1714027612',b'place',b'hamlet',b'regular'
b'1714027612',b'source',b'OS_OpenData_StreetView',b'regular'
b'1715955983',b'name',b'Walleys Green',b'regular'
b'1715955983',b'place',b'hamlet',b'regular'
b'1715955983',b'source',b'OS_OpenData_StreetView',b'regular'
b'1721703791',b'name',b'Equiport',b'regular'
b'1721703791',b'shop',b'equestrian',b'regular'
b'1721703791',b'source',b'OS_OpenData_StreetView',b'regular'
b'1722660416',b'amenity',b'place_of_worship',b'regular'
b'1722660416',b'denomination',b'methodist',b'regular'
b'1722660416',b'name',b'Lostock Green Methodist Chapel',b'regular'
b'1722660416',b'religion',b'christian',b'regular'
b'1722660416',b'source',b'OS_OpenData_StreetView+NAPTAN',b'regular'
b'1722660434',b'name',b'Lostock Green',b'regular'
b'1722660434',b'place',b'village',b'regular'
b'1739844165',b'source',b'Bing',b'regular'
b'1739844165',b'waterway',b'turning_point',b'regular'
b'1765975077',b'amenity',b'post_box',b'regular'
b'1765975077',b'collection_times',b'Mo-Fr 09:00; Sa 07:00',b'regular'
b'1765975077',b'ref',b'CW6 301',b'regular'
b'1765975077',b'source',b'survey',b'regular'
b'1767581577',b'barrier',b'stile',b'regular'
b'1767581577',b'foot',b'yes',b'regular'
b'1767581578',b'barrier',b'stile',b'regular'
b'1767581578',b'foot',b'yes',b'regular'
b'1773406373',b'barrier',b'stile',b'regular'
b'1773406373',b'foot',b'yes',b'regular'
b'1780177600',b'barrier',b'cycle_barrier',b'regular'
b'1780177600',b'source',b'Local knowledge',b'regular'
b'1780180547',b'barrier',b'kissing_gate',b'regular'
b'1780180547',b'source',b'Local knowledge',b'regular'
b'1780185355',b'barrier',b'gate',b'regular'
b'1780185355',b'foot',b'yes',b'regular'
b'1780185355',b'source',b'Local knowledge',b'regular'
b'1780186133',b'barrier',b'gate',b'regular'
b'1780186133',b'bicycle',b'yes',b'regular'
b'1780186133',b'foot',b'yes',b'regular'
b'1780186133',b'source',b'Local knowledge',b'regular'
b'1780194955',b'city',b'Northwich',b'addr'
b'1780194955',b'postcode',b'CW9 7DB',b'addr'
b'1780194955',b'street',b'Middlewich Road',b'addr'
b'1780194955',b'building',b'yes',b'regular'
b'1780194955',b'name',b'Middlewich Road Surgery',b'regular'
b'1780194955',b'phone',b'+44 1606 544700',b'regular'
b'1780194955',b'source',b'Local knowledge',b'regular'
b'1780201422',b'highway',b'crossing',b'regular'
b'1815344974',b'crossing',b'traffic_signals',b'regular'
b'1815344974',b'cycleway',b'asl',b'regular'
b'1815344974',b'highway',b'crossing',b'regular'
b'1815344975',b'crossing',b'traffic_signals',b'regular'
b'1815344975',b'cycleway',b'asl',b'regular'
b'1815344975',b'highway',b'crossing',b'regular'
b'1816645624',b'barrier',b'stile',b'regular'
b'1816645624',b'foot',b'yes',b'regular'
b'1820623531',b'barrier',b'lift_gate',b'regular'
b'1820623531',b'foot',b'yes',b'regular'
b'1826598932',b'crossing',b'uncontrolled',b'regular'
b'1826598932',b'crossing_ref',b'zebra',b'regular'
b'1826598932',b'highway',b'crossing',b'regular'
b'1826598932',b'source',b'bing',b'regular'
b'1827731186',b'amenity',b'fuel',b'regular'
b'1827731186',b'brand',b'Morrisons',b'regular'
b'1827731186',b'name',b'Morrisons',b'regular'
b'1827731186',b'operator',b'Morrisons',b'regular'
b'1853032172',b'amenity',b'library',b'regular'
b'1853032172',b'name',b'Tarporley Community High School Library',b'regular'
b'1853529493',b'amenity',b'pharmacy',b'regular'
b'1853529493',b'designation',b'Vetinary store',b'regular'
b'1853529493',b'name',b'Beeston Animal Health',b'regular'
b'1861956263',b'barrier',b'bollard',b'regular'
b'1861956263',b'bicycle',b'yes',b'regular'
b'1861956263',b'foot',b'yes',b'regular'
b'1861956263',b'horse',b'yes',b'regular'
b'1861956263',b'motor_vehicle',b'no',b'regular'
b'1865602106',b'barrier',b'stile',b'regular'
b'1865602106',b'foot',b'yes',b'regular'
b'1865602144',b'barrier',b'stile',b'regular'
b'1865602144',b'foot',b'yes',b'regular'
b'1865602149',b'barrier',b'stile',b'regular'
b'1865602149',b'foot',b'yes',b'regular'
b'1865602150',b'barrier',b'stile',b'regular'
b'1865602150',b'foot',b'yes',b'regular'
b'1865602187',b'ford',b'yes',b'regular'
b'1865602187',b'waterway',b'weir',b'regular'
b'1899006174',b'access',b'no',b'regular'
b'1899006174',b'barrier',b'stile',b'regular'
b'1899006174',b'foot',b'designated',b'regular'
b'1899006174',b'material',b'wood',b'regular'
b'1899006174',b'step_count',b'2',b'regular'
b'1899006174',b'stile',b'stepover',b'regular'
b'1899006202',b'access',b'no',b'regular'
b'1899006202',b'barrier',b'kissing_gate',b'regular'
b'1899006202',b'foot',b'designated',b'regular'
b'1899006202',b'material',b'metal',b'regular'
b'1907204153',b'name',b'Bargain Booze',b'regular'
b'1907204153',b'shop',b'alcohol',b'regular'
b'1907204162',b'city',b'Northwich',b'addr'
b'1907204162',b'housenumber',b'199',b'addr'
b'1907204162',b'postcode',b'CW9 7DF',b'addr'
b'1907204162',b'street',b'Middlewich Road',b'addr'
b'1907204170',b'name',b'Speedy Hire',b'regular'
b'1907204170',b'shop',b'tool hire',b'regular'
b'1911450607',b'amenity',b'post_box',b'regular'
b'1931421754',b'barrier',b'stile',b'regular'
b'1931421754',b'foot',b'yes',b'regular'
b'1931421763',b'barrier',b'gate',b'regular'
b'1931421763',b'foot',b'yes',b'regular'
b'1944806325',b'highway',b'turning_circle',b'regular'
b'1944806325',b'source',b'bing',b'regular'
b'1966717496',b'barrier',b'gate',b'regular'
b'1967270490',b'amenity',b'post_box',b'regular'
b'1967270490',b'ref',b'CW9 120',b'regular'
b'1981809925',b'crossing',b'toucan',b'regular'
b'1981809925',b'highway',b'crossing',b'regular'
b'1981813737',b'building',b'office',b'regular'
b'1981813737',b'name',b'Brierley Business Centre',b'regular'
b'1992807880',b'crossing',b'traffic_signals',b'regular'
b'1992807880',b'crossing_ref',b'puffin',b'regular'
b'1992807880',b'highway',b'crossing',b'regular'
b'1992807880',b'kerb',b'lowered',b'regular'
b'1992807880',b'sloped_curb',b'both',b'regular'
b'1992807880',b'tactile_paving',b'yes',b'regular'
b'1993761290',b'name',b'Holmes Chapel',b'regular'
b'1993761290',b'place',b'village',b'regular'
b'2012210986',b'barrier',b'gate',b'regular'
b'2037093063',b'barrier',b'stile',b'regular'
b'2037093063',b'foot',b'yes',b'regular'
b'2037093074',b'barrier',b'stile',b'regular'
b'2037093074',b'note',b'old stile - waymarks removed',b'regular'
b'2041043900',b'crossing',b'uncontrolled',b'regular'
b'2041043900',b'highway',b'crossing',b'regular'
b'2041043900',b'kerb',b'lowered',b'regular'
b'2041043900',b'tactile_paving',b'yes',b'regular'
b'2042591966',b'barrier',b'stile',b'regular'
b'2042591966',b'foot',b'yes',b'regular'
b'2042760238',b'amenity',b'cafe',b'regular'
b'2042760238',b'name',b'Abbeywood Garden Cafe',b'regular'
b'2042760238',b'source',b'bing_aerial',b'regular'
b'2060835082',b'barrier',b'stile',b'regular'
b'2060835082',b'foot',b'yes',b'regular'
b'2060835082',b'note_2',b'This is the right of way - diverging immediately north of the stile to Stoke FP 2 and FP 3 - there is no right of way through the field gap further west',b'regular'
b'2060835083',b'barrier',b'gate',b'regular'
b'2060835083',b'bicycle',b'yes',b'regular'
b'2060835083',b'foot',b'yes',b'regular'
b'2060835083',b'horse',b'yes',b'regular'
b'2085155864',b'amenity',b'parking',b'regular'
b'2085155864',b'parking',b'surface',b'regular'
b'2085155864',b'source',b'GPS survey',b'regular'
b'2090337162',b'amenity',b'parking',b'regular'
b'2090337162',b'source',b'GPS survey',b'regular'
b'2092085905',b'amenity',b'post_box',b'regular'
b'2092085905',b'ref',b'WA6 49',b'regular'
b'2092672133',b'barrier',b'stile',b'regular'
b'2092672133',b'material',b'wood',b'regular'
b'2092672133',b'stile',b'stepover',b'regular'
b'2093263958',b'barrier',b'gate',b'regular'
b'2093285831',b'postcode',b'CH3 8BH',b'addr'
b'2093285831',b'street',b'Kelsall Road',b'addr'
b'2093285831',b'id',b'290979',b'fhrs'
b'2093285831',b'name',b'Aston Village Shop',b'regular'
b'2093285831',b'shop',b'convenience',b'regular'
b'2093285831',b'addr',b'FHRS Open Data',b'source'
b'2093349887',b'amenity',b'cafe',b'regular'
b'2093349887',b'cuisine',b'coffee_shop',b'regular'
b'2093349887',b'name',b'Rich Aroma',b'regular'
b'2093349888',b'name',b'Co-Op Supermarket',b'regular'
b'2093349888',b'shop',b'supermarket',b'regular'
b'2093349889',b'housenumber',b'54',b'addr'
b'2093349889',b'postcode',b'CH3 8JB',b'addr'
b'2093349889',b'street',b'High Street',b'addr'
b'2093349889',b'amenity',b'fast_food',b'regular'
b'2093349889',b'cuisine',b'fish_and_chips',b'regular'
b'2093349889',b'id',b'409831',b'fhrs'
b'2093349889',b'name',"b""King Loui's Fish and Chips (Chinese)""",b'regular'
b'2093349889',b'addr',b'FHRS Open Data',b'source'
b'2093349890',b'postcode',b'CH3 8EB',b'addr'
b'2093349890',b'street',b'Church Street',b'addr'
b'2093349890',b'amenity',b'pub',b'regular'
b'2093349890',b'id',b'315128',b'fhrs'
b'2093349890',b'name',b'The Red Lion',b'regular'
b'2093349890',b'addr',b'FHRS Open Data',b'source'
b'2093349891',b'name',b'Select Convenience',b'regular'
b'2093349891',b'shop',b'convenience',b'regular'
b'2093349892',b'housenumber',b'28-30',b'addr'
b'2093349892',b'postcode',b'CH3 8EE',b'addr'
b'2093349892',b'street',b'High Street',b'addr'
b'2093349892',b'amenity',b'pharmacy',b'regular'
b'2093349892',b'dispensing',b'yes',b'regular'
b'2093349892',b'id',b'923776',b'fhrs'
b'2093349892',b'healthcare',b'pharmacy',b'regular'
b'2093349892',b'name',b'Ian Littler Pharmacy',b'regular'
b'2093349892',b'addr',b'FHRS Open Data',b'source'
b'2093349893',b'amenity',b'restaurant',b'regular'
b'2093349893',b'cuisine',b'international',b'regular'
b'2093349893',b'name',b'The Gunnery',b'regular'
b'2093349894',b'housenumber',b'1',b'addr'
b'2093349894',b'postcode',b'CH3 8ED',b'addr'
b'2093349894',b'street',b'High Street',b'addr'
b'2093349894',b'amenity',b'restaurant',b'regular'
b'2093349894',b'cuisine',b'chinese',b'regular'
b'2093349894',b'id',b'576589',b'fhrs'
b'2093349894',b'name',b'New Village Chinese',b'regular'
b'2093349894',b'addr',b'FHRS Open Data',b'source'
b'2093349895',b'shop',b'hairdresser',b'regular'
b'2093349896',b'name',b'Si Belle',b'regular'
b'2093349896',b'shop',b'clothes',b'regular'
b'2093349897',b'name',"b""Jessop's Farm Shop""",b'regular'
b'2093349897',b'shop',b'greengrocer',b'regular'
b'2093349898',b'name',b'Imagination',b'regular'
b'2093349898',b'shop',b'clothes',b'regular'
b'2093349899',b'name',b'Sheaf Farm Stores',b'regular'
b'2093349899',b'shop',b'greengrocer',b'regular'
b'2093349900',b'housenumber',b'67',b'addr'
b'2093349900',b'postcode',b'CH3 8EE',b'addr'
b'2093349900',b'street',b'High Street',b'addr'
b'2093349900',b'amenity',b'restaurant',b'regular'
b'2093349900',b'cuisine',b'international',b'regular'
b'2093349900',b'id',b'1217547',b'fhrs'
b'2093349900',b'name',b'The George and Dragon',b'regular'
b'2093349900',b'id',b'949694',b'old_fhrs'
b'2093349900',b'addr',b'FHRS Open Data',b'source'
b'2093349901',b'housenumber',b'67',b'addr'
b'2093349901',b'postcode',b'CH3 8EE',b'addr'
b'2093349901',b'street',b'High Street',b'addr'
b'2093349901',b'amenity',b'pub',b'regular'
b'2093349901',b'name',b'The George and Dragon',b'regular'
b'2093349902',b'leisure',b'playground',b'regular'
b'2093349902',b'name',b'Ashton Childrens Playground',b'regular'
b'2093349903',b'housenumber',b'38',b'addr'
b'2093349903',b'postcode',b'CH3 8EE',b'addr'
b'2093349903',b'street',b'High Street',b'addr'
b'2093349903',b'amenity',b'place_of_worship',b'regular'
b'2093349903',b'denomination',b'methodist',b'regular'
b'2093349903',b'id',b'875838',b'fhrs'
b'2093349903',b'name',b'Tarvin Methodist Church',b'regular'
b'2093349903',b'religion',b'christian',b'regular'
b'2093349903',b'addr',b'FHRS Open Data',b'source'
b'2093349905',b'name',b'MD Glamorous',b'regular'
b'2093349905',b'shop',b'hairdresser',b'regular'
b'2093363230',b'amenity',b'fuel',b'regular'
b'2093370152',b'shop',b'car_repair',b'regular'
b'2093422516',b'amenity',b'parking',b'regular'
b'2093422518',b'name',b'Eddisbury Fruit Farm Shop (Cider)',b'regular'
b'2093422518',b'shop',b'greengrocer',b'regular'
b'2093422519',b'amenity',b'cafe',b'regular'
b'2093422519',b'name',b'Eddisbury Fruit Farm Cafe',b'regular'
b'2093422520',b'name',b'Full Stop Discount Bookstore',b'regular'
b'2093422520',b'shop',b'books',b'regular'
b'2093422521',b'amenity',b'parking',b'regular'
b'2093422522',b'amenity',b'parking',b'regular'
b'2093453914',b'barrier',b'stile',b'regular'
b'2093453914',b'foot',b'yes',b'regular'
b'2093453938',b'barrier',b'gate',b'regular'
b'2093453942',b'barrier',b'gate',b'regular'
b'2093453947',b'building',b'yes',b'regular'
b'2093453947',b'name',b'Manley Village Hall',b'regular'
b'2093722936',b'architecture',b'art_deco',b'building'
b'2093722936',b'man_made',b'water_works',b'disused'
b'2093722936',b'name',b'Mouldsworth Motor Museum (Now Closed)',b'regular'
b'2093722936',b'tourism',b'museum',b'regular'
b'2093829275',b'shop',b'butcher',b'regular'
b'2093829283',b'amenity',b'fast_food',b'regular'
b'2093829283',b'cuisine',b'pizza',b'regular'
b'2093829283',b'name',b'Dunham Rose',b'regular'
b'2093829286',b'name',b'Dunham Hill Garage',b'regular'
b'2093829286',b'shop',b'car_repair',b'regular'
b'2093829289',b'amenity',b'cafe',b'regular'
b'2093829289',b'name',b'Manley Mere',b'regular'
b'2093888822',b'name',b'Whistles',b'regular'
b'2093888822',b'shop',b'hairdresser',b'regular'
b'2094038680',b'highway',b'traffic_signals',b'regular'
b'2094060212',b'name',b'Horns Farm Garage',b'regular'
b'2094060212',b'shop',b'car_repair',b'regular'
b'2094074089',b'tourism',b'caravan_site',b'regular'
b'2095340484',b'historic',b'archaeological_site',b'regular'
b'2095340484',b'name',b'Castle Cob',b'regular'
